date,commodity,dollar_sales,units,time_of_transaction
2021-08-11,pancake mixes,694.75,377,427235
2021-08-11,pasta,3412.85,3291,4022763
2021-08-11,pasta sauce,4679.43,2531,3267405
2021-08-11,syrups,2123.83,877,1149101
2021-08-12,pancake mixes,513.17,278,402424
2021-08-12,pasta,3677.6,3612,4891416
2021-08-12,pasta sauce,5709.28,3177,4340170
2021-08-12,syrups,1874.06,765,1112839
2021-08-13,pancake mixes,516.9,281,405933
2021-08-13,pasta,3009.53,2875,3773425
2021-08-13,pasta sauce,4445.08,2467,3337658
2021-08-13,syrups,1780.07,731,1071223
2021-08-14,pancake mixes,510.49,277,400027
2021-08-14,pasta,3111.69,3075,3934589
2021-08-14,pasta sauce,4360.75,2425,3232983
2021-08-14,syrups,1727.78,723,1055141
2021-08-15,pancake mixes,524.83,281,390574
2021-08-15,pasta,3135.32,3029,3901313
2021-08-15,pasta sauce,4530.34,2505,3317891
2021-08-15,syrups,1818.72,763,1111583
2021-08-16,pancake mixes,679.35,363,532759
2021-08-16,pasta,3002.18,2939,3796141
2021-08-16,pasta sauce,3910.73,2194,2972365
2021-08-16,syrups,1863.95,764,1136587
2021-08-17,pancake mixes,911.54,496,669313
2021-08-17,pasta,4463.14,4396,5479809
2021-08-17,pasta sauce,5779.25,3461,4347792
2021-08-17,syrups,2817.37,1182,1692156
2021-08-25,pancake mixes,740.88,406,535109
2021-08-25,pasta,4461.92,4550,5793228
2021-08-25,pasta sauce,7304.62,4795,5981194
2021-08-25,syrups,2567.71,1050,1434622
2021-08-26,pancake mixes,501.07,265,395495
2021-08-26,pasta,3450.73,3485,4607224
2021-08-26,pasta sauce,5968.84,3985,5055108
2021-08-26,syrups,1826.94,737,1093822
2021-08-27,pancake mixes,437.26,233,320465
2021-08-27,pasta,2898.51,2978,3869927
2021-08-27,pasta sauce,5043.78,3450,4319160
2021-08-27,syrups,1546.81,627,905477
2021-08-28,pancake mixes,458.39,258,354102
2021-08-28,pasta,3177.52,3285,4236668
2021-08-28,pasta sauce,5738.74,4247,5084993
2021-08-28,syrups,1821.63,731,1032427
2021-08-29,pancake mixes,538.68,288,421050
2021-08-29,pasta,3025.94,3132,4043782
2021-08-29,pasta sauce,5853.35,4386,5176819
2021-08-29,syrups,1779.05,727,1088631
2021-08-30,pancake mixes,557.23,306,440094
2021-08-30,pasta,2892.85,2954,3756758
2021-08-30,pasta sauce,5194.96,3958,4725001
2021-08-30,syrups,1830.08,760,1137690
2021-08-31,pancake mixes,738.74,399,553960
2021-08-31,pasta,4048.69,4209,5195246
2021-08-31,pasta sauce,6945.55,5096,5917329
2021-08-31,syrups,2351.25,985,1403611
2021-09-08,pancake mixes,760.57,425,545455
2021-09-08,pasta,3859.2200000000003,3900,4944402
2021-09-08,pasta sauce,5676.92,3118,4094232
2021-09-08,syrups,2273.52,940,1298162
2021-09-09,pancake mixes,517.71,283,409755
2021-09-09,pasta,3229.85,3181,4219849
2021-09-09,pasta sauce,4577.2,2511,3457546
2021-09-09,syrups,1672.47,672,1019896
2021-09-10,pancake mixes,415.25,218,304287
2021-09-10,pasta,2736.25,2747,3590539
2021-09-10,pasta sauce,4061.8,2242,3036293
2021-09-10,syrups,1672.46,677,967949
2021-09-11,pancake mixes,493.07,271,384485
2021-09-11,pasta,2857.83,2897,3684125
2021-09-11,pasta sauce,4084.56,2290,3024059
2021-09-11,syrups,1706.1100000000001,693,985778
2021-09-12,pancake mixes,520.98,288,413982
2021-09-12,pasta,2887.36,2854,3724756
2021-09-12,pasta sauce,3863.08,2096,2887745
2021-09-12,syrups,1890.63,777,1109689
2021-09-13,pancake mixes,771.4399999999999,430,615022
2021-09-13,pasta,3331.2400000000002,3307,4122322
2021-09-13,pasta sauce,4111.94,2250,2939726
2021-09-13,syrups,2218.61,910,1382454
2021-09-14,pancake mixes,893.07,499,681088
2021-09-14,pasta,3811.5,3798,4836911
2021-09-14,pasta sauce,4607.87,2580,3283811
2021-09-14,syrups,2737.94,1123,1590695
2021-09-22,pancake mixes,860.9399999999999,467,613982
2021-09-22,pasta,3606.9500000000003,3582,4439578
2021-09-22,pasta sauce,4387.95,2359,3065909
2021-09-22,syrups,2473.79,992,1378610
2021-09-23,pancake mixes,715.01,384,484951
2021-09-23,pasta,3450.2200000000003,3419,4227565
2021-09-23,pasta sauce,4575.63,2436,3255648
2021-09-23,syrups,2280.71,935,1262902
2021-09-24,pancake mixes,551.07,284,425178
2021-09-24,pasta,3232.78,3160,4287419
2021-09-24,pasta sauce,4794.78,2610,3609832
2021-09-24,syrups,1783.83,749,1121061
2021-09-25,pancake mixes,772.52,416,558011
2021-09-25,pasta,4274.61,4223,5362763
2021-09-25,pasta sauce,5693.96,3119,4166529
2021-09-25,syrups,2864.41,1145,1628706
2021-09-26,pancake mixes,500.51,268,399437
2021-09-26,pasta,3099.2200000000003,3106,3987801
2021-09-26,pasta sauce,4244.16,2337,3167458
2021-09-26,syrups,1694.06,718,1053971
2021-09-27,pancake mixes,717.03,394,567623
2021-09-27,pasta,3121.44,3155,4087939
2021-09-27,pasta sauce,4183.6,2319,3062658
2021-09-27,syrups,2062.58,849,1263031
2021-09-28,pancake mixes,929.2,510,685361
2021-09-28,pasta,3839.57,3987,4908176
2021-09-28,pasta sauce,4852.3,2670,3526982
2021-09-28,syrups,2442.03,1007,1434810
2021-10-06,pancake mixes,843.06,458,613723
2021-10-06,pasta,4317.3,4588,5552431
2021-10-06,pasta sauce,6141.28,3271,4312323
2021-10-06,syrups,2593.66,1091,1544694
2021-10-07,pancake mixes,665.54,377,532431
2021-10-07,pasta,3768.59,3923,5054140
2021-10-07,pasta sauce,5694.39,3081,4211575
2021-10-07,syrups,2167.01,902,1343300
2021-10-08,pancake mixes,607.53,331,473342
2021-10-08,pasta,3375.29,3595,4434766
2021-10-08,pasta sauce,4940.97,2711,3659250
2021-10-08,syrups,1796.02,759,1130262
2021-10-09,pancake mixes,546.31,322,439763
2021-10-09,pasta,3419.3,3626,4466788
2021-10-09,pasta sauce,4739.09,2618,3406858
2021-10-09,syrups,1926.53,820,1176588
2021-10-10,pancake mixes,519.08,298,413360
2021-10-10,pasta,3068.21,3220,3988025
2021-10-10,pasta sauce,4102.63,2258,3053734
2021-10-10,syrups,1704.47,742,1074001
2021-10-11,pancake mixes,665.05,390,538645
2021-10-11,pasta,3021.91,3175,3918393
2021-10-11,pasta sauce,4110.0,2284,3023492
2021-10-11,syrups,2066.17,873,1267702
2021-10-12,pancake mixes,869.67,501,648829
2021-10-12,pasta,4252.95,4451,5426798
2021-10-12,pasta sauce,5760.67,3170,4060640
2021-10-12,syrups,2549.34,1082,1541321
2021-10-20,pancake mixes,814.85,458,612131
2021-10-20,pasta,4186.93,4481,5397253
2021-10-20,pasta sauce,6003.26,3378,4443664
2021-10-20,syrups,2686.94,1118,1597329
2021-10-21,pancake mixes,651.82,374,518796
2021-10-21,pasta,3658.66,3902,4869094
2021-10-21,pasta sauce,5338.72,3012,4192247
2021-10-21,syrups,2091.46,871,1300319
2021-10-22,pancake mixes,494.41,287,422303
2021-10-22,pasta,3263.29,3530,4227479
2021-10-22,pasta sauce,4752.53,2664,3571255
2021-10-22,syrups,1721.96,723,1091895
2021-10-23,pancake mixes,640.06,365,500996
2021-10-23,pasta,3433.39,3721,4482757
2021-10-23,pasta sauce,4515.13,2663,3596573
2021-10-23,syrups,1886.99,801,1191189
2021-10-24,pancake mixes,535.09,303,421913
2021-10-24,pasta,3166.89,3478,4027924
2021-10-24,pasta sauce,3999.33,2343,3101485
2021-10-24,syrups,1707.91,730,1103240
2021-10-25,pancake mixes,709.62,401,569478
2021-10-25,pasta,3127.14,3485,4105872
2021-10-25,pasta sauce,3922.78,2280,3042033
2021-10-25,syrups,1940.41,841,1263652
2021-10-26,pancake mixes,900.19,508,723258
2021-10-26,pasta,4303.53,4618,5447260
2021-10-26,pasta sauce,5065.18,2969,3789868
2021-10-26,syrups,2838.46,1159,1713028
2021-11-03,pancake mixes,678.52,402,488315
2021-11-03,pasta,3595.22,3586,4385109
2021-11-03,pasta sauce,4889.3,2768,3663458
2021-11-03,syrups,2308.67,939,1280697
2021-11-04,pancake mixes,481.75,284,400173
2021-11-04,pasta,3296.23,3441,4410206
2021-11-04,pasta sauce,4810.32,2772,3875815
2021-11-04,syrups,1768.79,728,1089729
2021-11-05,pancake mixes,485.82,287,398857
2021-11-05,pasta,3002.13,3075,3870626
2021-11-05,pasta sauce,4246.88,2415,3287354
2021-11-05,syrups,1628.97,679,1017059
2021-11-06,pancake mixes,540.9,318,438760
2021-11-06,pasta,2989.6,3076,3958041
2021-11-06,pasta sauce,4288.05,2504,3398195
2021-11-06,syrups,1780.23,753,1125418
2021-11-07,pancake mixes,517.77,307,406733
2021-11-07,pasta,2797.15,2853,3585225
2021-11-07,pasta sauce,3973.12,2305,3097579
2021-11-07,syrups,1722.29,714,1042860
2021-11-08,pancake mixes,656.0,385,552621
2021-11-08,pasta,3159.81,3237,3987471
2021-11-08,pasta sauce,4073.7400000000002,2347,3175092
2021-11-08,syrups,1992.03,853,1267138
2021-11-09,pancake mixes,811.16,480,627827
2021-11-09,pasta,3669.27,3796,4691567
2021-11-09,pasta sauce,5127.89,2935,3793678
2021-11-09,syrups,2403.43,1011,1482014
2021-11-17,pancake mixes,737.22,424,543540
2021-11-17,pasta,3900.89,3986,5008528
2021-11-17,pasta sauce,5550.79,3077,4099096
2021-11-17,syrups,2228.9,946,1359765
2021-11-18,pancake mixes,554.58,333,436766
2021-11-18,pasta,3343.79,3446,4516517
2021-11-18,pasta sauce,4896.89,2749,3870458
2021-11-18,syrups,1892.17,784,1189265
2021-11-19,pancake mixes,497.1,283,407393
2021-11-19,pasta,2789.11,3010,3755637
2021-11-19,pasta sauce,4007.2000000000003,2299,3167775
2021-11-19,syrups,1558.3500000000001,660,982432
2021-11-20,pancake mixes,546.51,312,451176
2021-11-20,pasta,3224.88,3348,4190686
2021-11-20,pasta sauce,4417.38,2515,3418101
2021-11-20,syrups,2172.64,929,1339759
2021-11-21,pancake mixes,607.67,358,490155
2021-11-21,pasta,3269.89,3497,4325744
2021-11-21,pasta sauce,4361.2,2535,3356349
2021-11-21,syrups,1971.15,812,1215424
2021-11-22,pancake mixes,795.1,471,662888
2021-11-22,pasta,3698.11,3848,4721509
2021-11-22,pasta sauce,4246.09,2449,3302632
2021-11-22,syrups,2588.7200000000003,1091,1654767
2021-11-23,pancake mixes,1010.51,567,763302
2021-11-23,pasta,4474.16,4510,5491466
2021-11-23,pasta sauce,4609.29,2662,3471383
2021-11-23,syrups,3207.96,1318,1871765
2021-12-01,pancake mixes,629.8,362,448223
2021-12-01,pasta,2938.63,2708,3271359
2021-12-01,pasta sauce,3024.64,1627,2082162
2021-12-01,syrups,2131.4700000000003,889,1177427
2021-12-02,pancake mixes,648.47,369,482574
2021-12-02,pasta,3228.71,3033,4086634
2021-12-02,pasta sauce,4752.9,2590,3506304
2021-12-02,syrups,2075.9500000000003,891,1279971
2021-12-03,pancake mixes,594.22,350,485225
2021-12-03,pasta,3371.71,3113,4242382
2021-12-03,pasta sauce,4799.37,2632,3670701
2021-12-03,syrups,1858.84,784,1147343
2021-12-04,pancake mixes,818.25,482,637827
2021-12-04,pasta,4191.86,3965,5151591
2021-12-04,pasta sauce,5665.65,3183,4229536
2021-12-04,syrups,2909.12,1197,1702126
2021-12-05,pancake mixes,672.58,380,550445
2021-12-05,pasta,3059.81,2810,3816021
2021-12-05,pasta sauce,4494.12,2447,3327314
2021-12-05,syrups,1832.28,757,1142017
2021-12-06,pancake mixes,807.38,462,664509
2021-12-06,pasta,2887.44,2764,3655182
2021-12-06,pasta sauce,4028.28,2217,2984589
2021-12-06,syrups,2212.91,913,1368086
2021-12-07,pancake mixes,952.75,524,727153
2021-12-07,pasta,4158.41,4012,5130155
2021-12-07,pasta sauce,5242.61,2952,3850149
2021-12-07,syrups,2723.12,1184,1725401
2021-12-15,pancake mixes,887.31,474,636388
2021-12-15,pasta,4094.79,3967,5190928
2021-12-15,pasta sauce,5995.71,3216,4359248
2021-12-15,syrups,2722.7400000000002,1144,1604779
2021-12-16,pancake mixes,713.48,401,572403
2021-12-16,pasta,3570.42,3506,4677840
2021-12-16,pasta sauce,5344.67,2952,4089913
2021-12-16,syrups,2120.91,896,1336708
2021-12-17,pancake mixes,505.73,275,385464
2021-12-17,pasta,3078.78,2942,3879641
2021-12-17,pasta sauce,4446.02,2453,3362349
2021-12-17,syrups,1665.65,717,1047373
2021-12-18,pancake mixes,645.95,358,499847
2021-12-18,pasta,2946.18,2955,3891690
2021-12-18,pasta sauce,4301.28,2366,3203235
2021-12-18,syrups,2075.34,889,1276677
2021-12-19,pancake mixes,660.83,355,512340
2021-12-19,pasta,3134.48,3035,4040481
2021-12-19,pasta sauce,4167.06,2358,3132168
2021-12-19,syrups,2057.34,867,1252120
2021-12-20,pancake mixes,750.85,400,577443
2021-12-20,pasta,3101.54,3065,4021558
2021-12-20,pasta sauce,4240.96,2299,3092983
2021-12-20,syrups,2331.5,984,1442184
2021-12-21,pancake mixes,993.9399999999999,540,740857
2021-12-21,pasta,4312.3,4147,5309161
2021-12-21,pasta sauce,5825.04,3167,4207314
2021-12-21,syrups,2937.87,1230,1762065
2021-12-29,pancake mixes,774.3,417,546813
2021-12-29,pasta,4091.62,3911,5082892
2021-12-29,pasta sauce,5930.14,3167,4223724
2021-12-29,syrups,2545.1800000000003,1048,1497678
2021-12-30,pancake mixes,567.43,299,448595
2021-12-30,pasta,3569.03,3462,4628060
2021-12-30,pasta sauce,5113.78,2780,3808685
2021-12-30,syrups,1829.18,753,1152483
2021-12-31,pancake mixes,544.04,293,431523
2021-12-31,pasta,3002.81,2935,3885385
2021-12-31,pasta sauce,4250.81,2323,3176854
2021-12-31,syrups,1576.66,656,982318
2022-01-01,pancake mixes,525.25,293,407838
2022-01-01,pasta,3154.24,3014,3945351
2022-01-01,pasta sauce,4045.73,2230,3097142
2022-01-01,syrups,1751.66,732,1091787
2022-01-02,pancake mixes,558.95,306,443919
2022-01-02,pasta,3152.98,3014,3908651
2022-01-02,pasta sauce,4170.0,2316,3055667
2022-01-02,syrups,1840.79,760,1115471
2022-01-03,pancake mixes,726.65,395,567439
2022-01-03,pasta,3141.31,3048,3941423
2022-01-03,pasta sauce,3974.1,2196,2941352
2022-01-03,syrups,2071.18,843,1258848
2022-01-04,pancake mixes,848.87,451,642583
2022-01-04,pasta,4103.51,3947,5034620
2022-01-04,pasta sauce,4865.89,2669,3550556
2022-01-04,syrups,2578.82,1047,1510413
2022-01-12,pancake mixes,728.3,387,516281
2022-01-12,pasta,4398.11,4151,5443686
2022-01-12,pasta sauce,6152.32,3326,4449060
2022-01-12,syrups,2317.61,953,1348654
2022-01-13,pancake mixes,602.9,328,483811
2022-01-13,pasta,3584.29,3420,4745513
2022-01-13,pasta sauce,5460.93,2969,4139702
2022-01-13,syrups,1816.02,742,1099443
2022-01-14,pancake mixes,465.13,243,352826
2022-01-14,pasta,3047.95,2821,3799346
2022-01-14,pasta sauce,4389.21,2422,3290486
2022-01-14,syrups,1583.8600000000001,649,968413
2022-01-15,pancake mixes,520.07,283,400448
2022-01-15,pasta,3110.92,3007,3964191
2022-01-15,pasta sauce,4173.46,2360,3207037
2022-01-15,syrups,1719.04,704,1045554
2022-01-16,pancake mixes,497.37,277,397335
2022-01-16,pasta,2768.19,2615,3482352
2022-01-16,pasta sauce,3773.57,2095,2880951
2022-01-16,syrups,1633.64,692,1021950
2022-01-17,pancake mixes,804.28,428,647883
2022-01-17,pasta,3222.51,3049,4023712
2022-01-17,pasta sauce,4187.9,2306,3092137
2022-01-17,syrups,2169.92,881,1288380
2022-01-18,pancake mixes,967.67,530,736643
2022-01-18,pasta,4411.37,4337,5592984
2022-01-18,pasta sauce,6205.87,3514,4559930
2022-01-18,syrups,2887.9,1190,1703571
2022-01-26,pancake mixes,802.8,451,597316
2022-01-26,pasta,4829.86,5033,6215360
2022-01-26,pasta sauce,7336.03,4279,5433702
2022-01-26,syrups,2525.71,1050,1487493
2022-01-27,pancake mixes,639.65,365,525532
2022-01-27,pasta,3965.34,4088,5229130
2022-01-27,pasta sauce,6255.32,3591,4847792
2022-01-27,syrups,1920.65,811,1208067
2022-01-28,pancake mixes,564.31,329,466250
2022-01-28,pasta,3415.5,3572,4511593
2022-01-28,pasta sauce,5336.62,3066,4088384
2022-01-28,syrups,1773.27,735,1102348
2022-01-29,pancake mixes,803.36,446,622556
2022-01-29,pasta,4437.04,4874,5733915
2022-01-29,pasta sauce,6941.33,4209,5225532
2022-01-29,syrups,2803.03,1122,1594345
2022-01-30,pancake mixes,601.96,342,475497
2022-01-30,pasta,3184.87,3359,4253300
2022-01-30,pasta sauce,4942.97,2942,3865637
2022-01-30,syrups,1852.5,754,1150329
2022-01-31,pancake mixes,788.33,451,618998
2022-01-31,pasta,3223.83,3420,4240465
2022-01-31,pasta sauce,4939.0,2969,3762427
2022-01-31,syrups,2133.73,877,1312993
2022-02-01,pancake mixes,968.8,554,762983
2022-02-01,pasta,4600.28,4755,5751043
2022-02-01,pasta sauce,6715.7,3943,4996382
2022-02-01,syrups,2856.77,1184,1690408
2022-02-09,pancake mixes,974.03,531,690395
2022-02-09,pasta,4934.54,5115,6135538
2022-02-09,pasta sauce,7652.14,4416,5541276
2022-02-09,syrups,2812.16,1139,1572167
2022-02-10,pancake mixes,547.95,306,427833
2022-02-10,pasta,3997.53,4249,5395367
2022-02-10,pasta sauce,6257.16,3628,4793718
2022-02-10,syrups,2061.7200000000003,841,1215400
2022-02-11,pancake mixes,599.87,343,463316
2022-02-11,pasta,3537.19,3756,4599927
2022-02-11,pasta sauce,5563.0,3241,4288805
2022-02-11,syrups,1811.41,741,1080845
2022-02-12,pancake mixes,609.13,342,486352
2022-02-12,pasta,3704.72,4096,4826415
2022-02-12,pasta sauce,5598.74,3279,4179401
2022-02-12,syrups,1957.03,817,1209833
2022-02-13,pancake mixes,535.9,301,441070
2022-02-13,pasta,3443.51,3664,4536481
2022-02-13,pasta sauce,5235.01,3077,3971213
2022-02-13,syrups,1961.79,792,1163517
2022-02-14,pancake mixes,828.36,467,670436
2022-02-14,pasta,3835.5,4061,4952919
2022-02-14,pasta sauce,5122.25,3011,3934842
2022-02-14,syrups,2319.35,953,1439390
2022-02-15,pancake mixes,1014.68,580,752619
2022-02-15,pasta,4643.8,4923,5947926
2022-02-15,pasta sauce,6485.6,3781,4818545
2022-02-15,syrups,2976.9700000000003,1234,1745476
2022-02-23,pancake mixes,845.18,477,610592
2022-02-23,pasta,5102.27,4800,6288634
2022-02-23,pasta sauce,7077.99,3847,5174125
2022-02-23,syrups,3046.11,1224,1711937
2022-02-24,pancake mixes,567.87,313,458170
2022-02-24,pasta,3709.71,3564,4805946
2022-02-24,pasta sauce,5598.91,3057,4228980
2022-02-24,syrups,1932.51,784,1205421
2022-02-25,pancake mixes,493.69,270,378388
2022-02-25,pasta,3352.06,3188,4269551
2022-02-25,pasta sauce,4866.43,2611,3629847
2022-02-25,syrups,1739.46,708,1034741
2022-02-26,pancake mixes,540.02,312,431207
2022-02-26,pasta,3287.73,3166,4196328
2022-02-26,pasta sauce,4706.2,2623,3522085
2022-02-26,syrups,1770.3600000000001,711,1033906
2022-02-27,pancake mixes,501.67,290,374157
2022-02-27,pasta,3013.51,2949,3863467
2022-02-27,pasta sauce,4224.58,2390,3238041
2022-02-27,syrups,1606.48,669,991753
2022-02-28,pancake mixes,670.84,388,542919
2022-02-28,pasta,3025.94,2925,3896328
2022-02-28,pasta sauce,4258.84,2369,3190097
2022-02-28,syrups,2058.69,837,1244183
2022-03-01,pancake mixes,903.33,535,696089
2022-03-01,pasta,4660.91,4450,5643406
2022-03-01,pasta sauce,6171.86,3437,4473385
2022-03-01,syrups,2612.23,1060,1527172
2022-03-09,pancake mixes,788.8,437,569799
2022-03-09,pasta,4683.94,4409,5707192
2022-03-09,pasta sauce,6611.400000000001,3608,4829023
2022-03-09,syrups,2665.16,1070,1529609
2022-03-10,pancake mixes,538.56,303,427767
2022-03-10,pasta,3652.53,3437,4618117
2022-03-10,pasta sauce,5208.35,2796,3944603
2022-03-10,syrups,1856.24,760,1140543
2022-03-11,pancake mixes,454.09,256,363709
2022-03-11,pasta,3028.01,2877,3744036
2022-03-11,pasta sauce,4328.79,2365,3219973
2022-03-11,syrups,1549.77,649,954700
2022-03-12,pancake mixes,450.92,264,349559
2022-03-12,pasta,3378.83,3190,4171180
2022-03-12,pasta sauce,4536.14,2512,3408671
2022-03-12,syrups,1613.22,666,972174
2022-03-13,pancake mixes,438.67,252,360141
2022-03-13,pasta,2930.84,2815,3735383
2022-03-13,pasta sauce,4197.54,2355,3184631
2022-03-13,syrups,1572.3400000000001,646,960470
2022-03-14,pancake mixes,684.82,380,553379
2022-03-14,pasta,3130.52,2989,3916229
2022-03-14,pasta sauce,4209.76,2351,3166688
2022-03-14,syrups,1823.0,752,1135846
2022-03-15,pancake mixes,922.18,520,728474
2022-03-15,pasta,4615.99,4457,5646558
2022-03-15,pasta sauce,6284.28,3404,4401097
2022-03-15,syrups,2662.55,1090,1557711
2022-03-23,pancake mixes,734.73,397,536990
2022-03-23,pasta,4308.34,4136,5335668
2022-03-23,pasta sauce,6261.91,3390,4511523
2022-03-23,syrups,2435.11,964,1349321
2022-03-24,pancake mixes,459.87,254,382054
2022-03-24,pasta,3574.82,3442,4518656
2022-03-24,pasta sauce,5325.45,2834,3947702
2022-03-24,syrups,1839.47,722,1083202
2022-03-25,pancake mixes,421.92,229,324969
2022-03-25,pasta,3300.44,3191,4197879
2022-03-25,pasta sauce,4651.37,2577,3496177
2022-03-25,syrups,1562.6200000000001,644,954978
2022-03-26,pancake mixes,669.03,383,537158
2022-03-26,pasta,4412.04,4331,5397009
2022-03-26,pasta sauce,5870.45,3263,4269957
2022-03-26,syrups,2747.95,1107,1573898
2022-03-27,pancake mixes,561.1,314,445928
2022-03-27,pasta,3328.82,3193,4143812
2022-03-27,pasta sauce,4455.37,2453,3276574
2022-03-27,syrups,1956.44,792,1188988
2022-03-28,pancake mixes,824.34,456,680713
2022-03-28,pasta,3616.34,3492,4415422
2022-03-28,pasta sauce,4821.21,2645,3455088
2022-03-28,syrups,2467.21,1012,1549814
2022-03-29,pancake mixes,1036.11,572,769573
2022-03-29,pasta,4833.43,4641,5825300
2022-03-29,pasta sauce,5999.8,3306,4246553
2022-03-29,syrups,3049.41,1256,1760480
2022-04-06,pancake mixes,889.34,471,645697
2022-04-06,pasta,4135.43,3999,4882808
2022-04-06,pasta sauce,5204.52,2914,3713973
2022-04-06,syrups,2588.77,1076,1507706
2022-04-07,pancake mixes,870.29,481,597723
2022-04-07,pasta,4883.82,4615,5814597
2022-04-07,pasta sauce,6463.49,3505,4555067
2022-04-07,syrups,2829.54,1148,1522515
2022-04-08,pancake mixes,637.05,356,468145
2022-04-08,pasta,3605.53,3510,4688210
2022-04-08,pasta sauce,5330.96,2910,3981479
2022-04-08,syrups,2002.91,836,1231386
2022-04-09,pancake mixes,695.81,387,567527
2022-04-09,pasta,3810.12,3751,4882336
2022-04-09,pasta sauce,5443.8,3028,4053810
2022-04-09,syrups,2367.38,1010,1456266
2022-04-10,pancake mixes,566.02,320,426519
2022-04-10,pasta,3182.69,3125,4090130
2022-04-10,pasta sauce,4642.42,2597,3413070
2022-04-10,syrups,2027.47,853,1194633
2022-04-11,pancake mixes,750.94,426,609310
2022-04-11,pasta,3427.91,3432,4406829
2022-04-11,pasta sauce,4686.81,2674,3571398
2022-04-11,syrups,2310.82,977,1451357
2022-04-12,pancake mixes,991.84,549,759009
2022-04-12,pasta,4509.38,4539,5685086
2022-04-12,pasta sauce,6426.74,3678,4710073
2022-04-12,syrups,3136.98,1313,1880492
2022-04-20,pancake mixes,902.06,478,651872
2022-04-20,pasta,4886.31,5113,6440369
2022-04-20,pasta sauce,7850.01,4410,5764223
2022-04-20,syrups,3139.28,1288,1799107
2022-04-21,pancake mixes,587.38,319,450277
2022-04-21,pasta,3915.49,4051,5290143
2022-04-21,pasta sauce,6704.0,3758,4975198
2022-04-21,syrups,2158.66,912,1342291
2022-04-22,pancake mixes,460.74,254,351846
2022-04-22,pasta,3230.93,3428,4454078
2022-04-22,pasta sauce,5561.47,3180,4184412
2022-04-22,syrups,1780.63,755,1067687
2022-04-23,pancake mixes,702.83,386,570639
2022-04-23,pasta,4393.05,4585,5859739
2022-04-23,pasta sauce,7000.360000000001,4093,5340164
2022-04-23,syrups,2515.54,1072,1605884
2022-04-24,pancake mixes,633.35,338,469375
2022-04-24,pasta,3500.16,3624,4494802
2022-04-24,pasta sauce,5991.36,3434,4143205
2022-04-24,syrups,2082.81,876,1230395
2022-04-25,pancake mixes,759.65,433,626202
2022-04-25,pasta,3402.07,3526,4402393
2022-04-25,pasta sauce,5087.49,2979,3859339
2022-04-25,syrups,2334.06,976,1469602
2022-04-26,pancake mixes,896.54,497,677980
2022-04-26,pasta,4246.41,4418,5614212
2022-04-26,pasta sauce,6480.27,3740,4642262
2022-04-26,syrups,2813.9,1167,1670326
2022-05-04,pancake mixes,865.71,468,579418
2022-05-04,pasta,4744.01,4937,6194474
2022-05-04,pasta sauce,6777.18,3765,4960235
2022-05-04,syrups,2682.23,1114,1540883
2022-05-05,pancake mixes,518.99,290,412139
2022-05-05,pasta,3833.62,4020,5122242
2022-05-05,pasta sauce,5698.17,3226,4405187
2022-05-05,syrups,2006.73,822,1202495
2022-05-06,pancake mixes,373.76,209,296022
2022-05-06,pasta,3350.14,3546,4426285
2022-05-06,pasta sauce,4626.16,2593,3493210
2022-05-06,syrups,1636.64,676,1011232
2022-05-07,pancake mixes,430.26,250,337911
2022-05-07,pasta,3490.77,3725,4568239
2022-05-07,pasta sauce,4691.06,2693,3618023
2022-05-07,syrups,1805.22,753,1117076
2022-05-08,pancake mixes,463.87,255,372055
2022-05-08,pasta,3166.07,3319,4126217
2022-05-08,pasta sauce,4294.31,2474,3245175
2022-05-08,syrups,1745.31,723,1056590
2022-05-09,pancake mixes,627.57,345,522561
2022-05-09,pasta,3450.04,3749,4507019
2022-05-09,pasta sauce,4525.65,2634,3398237
2022-05-09,syrups,1926.8700000000001,809,1229404
2022-05-10,pancake mixes,808.29,465,623052
2022-05-10,pasta,4849.89,5103,6241105
2022-05-10,pasta sauce,6242.71,3671,4614776
2022-05-10,syrups,2806.41,1169,1645307
2022-05-18,pancake mixes,760.71,412,529368
2022-05-18,pasta,5517.9,5342,6740025
2022-05-18,pasta sauce,8003.71,4855,6099493
2022-05-18,syrups,2683.34,1083,1535802
2022-05-19,pancake mixes,491.89,275,379251
2022-05-19,pasta,4127.66,3985,5133358
2022-05-19,pasta sauce,6119.75,3763,4884096
2022-05-19,syrups,1944.96,806,1152863
2022-05-20,pancake mixes,418.81,233,322686
2022-05-20,pasta,3646.06,3538,4566252
2022-05-20,pasta sauce,5302.53,3297,4234217
2022-05-20,syrups,1688.39,703,1036856
2022-05-21,pancake mixes,487.71,271,390412
2022-05-21,pasta,4208.85,4170,5246827
2022-05-21,pasta sauce,8193.35,6541,7499940
2022-05-21,syrups,1937.52,814,1152826
2022-05-22,pancake mixes,454.78,261,380217
2022-05-22,pasta,3889.07,3828,4865967
2022-05-22,pasta sauce,7819.83,6481,7242762
2022-05-22,syrups,1720.83,743,1067004
2022-05-23,pancake mixes,813.23,463,648295
2022-05-23,pasta,4413.09,4436,5567807
2022-05-23,pasta sauce,8520.78,6991,7885664
2022-05-23,syrups,2169.01,961,1400613
2022-05-24,pancake mixes,1015.04,553,762940
2022-05-24,pasta,6069.31,6090,7514272
2022-05-24,pasta sauce,11118.47,8941,9811698
2022-05-24,syrups,3240.84,1396,1980524
